src,tgt
NC(C(=O)N(C)C(C)C(=O)NC(Cc1ccc(F)c(C)c1)C(=O)NCCCc1ccccc1)C1CC1,*NC(C(=O)N(C)C(C)C(=O)NC(Cc1ccc(F)c(C)c1)C(=O)NCCCc1ccccc1*)C1CC1
C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(CCC[NH3+])NC(=O)C(NC(=O)CC([NH3+])C(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(CCC[NH3+])NC(=O)CC(C)C)C(C)C,*C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(CCC[NH3+])NC(=O)C(NC(=O)CC([NH3+])C(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(CCC[NH3+])NC(=O)C(*)C(C)C)C(C)C
CCc1ccccc1OCCNC(C(=O)N(C)C(C)C(=O)NCC(C)CC)C(C)CC,*CCc1ccccc1OCCNC(C(=O)N(C)C(C)C(=O)NC(*)C(C)CC)C(C)CC
CCCCCCNc1nc2c(c[nH+]1)c(-c1ccc(CN3CC[NH+](C)CC3)cc1)cn2C,*CCCCCCNc1nc2c(c[nH+]1)c(-c1ccc(CN3CC[NH+](C)CC3)cc1)cn2C*
Oc1cccnc1CCCNC(=O)C(Cc1ccc(F)cc1)NC(=O)C(C)N(C)C(=O)CC1CC1,*Oc1cccnc1CCCNC(=O)C(Cc1ccc(F)cc1)NC(=O)C(C)N(C)C(=O)C(*)C1CC1
CC(=O)NCCCCC(NC(=O)C([NH3+])Cc1ccccc1)C(=O)NC(Cc1ccc(O)c(C(C)(C)C)c1)C(=O)N,*CC(=O)NCCCCC(NC(=O)C([NH3+])Cc1ccccc1)C(=O)NC(Cc1ccc(O)c(C(C)(C)C)c1)C(=O)N*
CC1C(C=CC(=O)C2=C([O-])C(CCCN)NC2=O)CC2C1C=CC1C(CC)C(C)CC12,*CC1C(C=CC(=O)C2=C([O-])C(CCCN*)NC2=O)CC2C1C=CC1C(CC)C(C)CC12
C=CC=CC(CC=CC=CC(=O)OC(C)CCCC)OC1OC(CO)C(O)C(O)C1O,*C=CC=CC(CC=CC=CC(=O)OC(C)CCCC*)OC1OC(CO)C(O)C(O)C1O
C(=O)NC(C(=O)NC(Cc1ccc(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3OC(=O)CC(C)C)C(O)C2O)cc1)C(=O)NC(C(=O)NCC(O)C1C[NH+]=C(N)N1C1OC(O)C(O)C(O)C1O)C(O)C1C[NH+]=C(N)N1)C(C)c1ccccc1,*C(=O)NC(C(=O)NC(Cc1ccc(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3OC(=O)CC(C)C)C(O)C2O)cc1)C(=O)NC(C(=O)NC(*)C(O)C1C[NH+]=C(N)N1C1OC(O)C(O)C(O)C1O)C(O)C1C[NH+]=C(N)N1)C(C)c1ccccc1
C([NH3+])C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)N1CCCC1C(=O)NCC(=O)N(C)C,*C([NH3+])C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(*)C(=O)N(C)C
CCOCC[NH+]Cc1ccc(CNC(=O)CCCCCN2c3ccccc3Sc3ccccc32)cc1,*CCOCC[NH+](*)Cc1ccc(CNC(=O)CCCCCN2c3ccccc3Sc3ccccc32)cc1
CCOCCN(CCOCCNC(=O)NCCCC)C(=O)NCCCC,*CCOCCN(CCOCCN(*)C(=O)NCCCC)C(=O)NCCCC
CC[NH+](CCOCCOCC[NH+]Cc1c(OC)ccc2ccccc12)Cc1c(OC)ccc2ccccc12,*CC[NH+](CCOCCOCC[NH+](*)Cc1c(OC)ccc2ccccc12)Cc1c(OC)ccc2ccccc12
C(=O)C12C(=O)NC(Cc3c[nH]c4ccccc34)C1C(C)=C(C)C(O)C2C=CCC(C)C=CC,*C(=O)C12C(=O)NC(Cc3c[nH]c4ccccc34)C1C(C)=C(C)C(O)C2C=CCC(C)C=C(*)C
CNC(=O)Cc1cncn1Cc1ccc(C#N)c(Oc2ccc3ccccc3c2)c1,*CNC(=O)Cc1cncn1Cc1ccc(C#N)c(Oc2ccc3cccc(*)c3c2)c1
CCCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)CCc1c(C)cc(O)cc1C)C(=O)NCC(=O)NC(Cc1ccccc1)C=O,*CCCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)CCc1c(C)cc(O)cc1C)C(=O)NCC(=O)NC(Cc1ccccc1)C(*)=O
CC(C(=O)NO)C(CCCc1cc(C)cc(C(C)C)c1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC,*CC(C(=O)NO)C(CCCc1cc(C)cc(C(C)C)c1)C(=O)NC(Cc1ccc(O*)cc1)C(=O)NC
CCCCCCC(=O)OC(C)CCC(C)NS(=O)(=O)c1ccccc1C(=O)OC,*CCCCCCC(=O)OC(C)CCC(C*)NS(=O)(=O)c1ccccc1C(=O)OC
C=CC(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1c[nH]c2ccccc12)C=O,*C=CC(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1c[nH]c2ccccc12)C(*)=O
CC(OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC(=O)C(Cc1ccc(OC)c(Cl)c1)N)C(C)C=Cc1ccc(O)cc1,*CC(OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC(=O)C(Cc1ccc(OC)c(Cl)c1)N*)C(C)C=Cc1ccc(O)cc1
Cc1cc(C(C)(C)C)cc(COCCOCCOCCOc2cc(C(C)(C)CC(C)(C)C)ccc2OCCO)c1C(=O)[O-],*Cc1cc(C(C)(C)C)cc(COCCOCCOCCOc2cc(C(C)(C)CC(C)(C)C)ccc2OCCO*)c1C(=O)[O-]
OC(CN(C)C(=O)CCC(F)(F)F)C(C)CN(C(=O)c1cc(N(C)C)ccc1)C(C)CO,*OC(CN(C)C(=O)CCC(F)(F)F)C(C)CN(C(=O)c1cc(N(C)C)ccc1*)C(C)CO
CCC(NC(=O)C1C2C(CN1C(=O)CNC(=O)NC(C)(C)C)C2(C)C)C(=O)C(N)=O,*CCC(NC(=O)C1C2C(CN1C(=O)C(*)NC(=O)NC(C)(C)C)C2(C)C)C(=O)C(N)=O
CCC[NH2+]CCC[NH+]Cc1cccc(CN2CCC[NH2+]CCC[NH2+]CCC[NH2+]CC2)c1,*CCC[NH2+]CCC[NH+](*)Cc1cccc(CN2CCC[NH2+]CCC[NH2+]CCC[NH2+]CC2)c1
CC(NC(=O)C(CC(C)C)C(CCCOC=O)C(=O)NO)C(=O)NCC(=O)N1CC(C)OC(C)C1,*CC(NC(=O)C(CC(C)C)C(CCCOC(*)=O)C(=O)NO)C(=O)NCC(=O)N1CC(C)OC(C)C1
CCCCc1cccc2c1CN(C(=O)OC1CC(C(=O)NC(CC(F)F)C(=O)C(=O)NC(C)CC)N(C(=O)CC(C)(C)C)C1)C2,*CCCCc1cccc2c1CN(C(=O)OC1CC(C(=O)NC(CC(F)F)C(=O)C(=O)NC(C)CC)N(C(=O)C(*)C(C)(C)C)C1)C2
C1CC1(NC(=O)N1C(COc2cc(-c3nc(C(C)C)cs3)nc3c(Cl)c(OC)ccc23)CC1C(=O)NC)C(=O)[N-]S(=O)(=O)C1(C)CC1,*C1CC1(NC(=O)N1C(COc2cc(-c3nc(C(C)C)cs3)nc3c(Cl)c(OC)ccc23)CC1C(=O)N(*)C)C(=O)[N-]S(=O)(=O)C1(C)CC1
CCN(CC(N)=O)C(=O)C(CCC(C)C)NC(=O)C(C[NH3+])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCN1C(=O)CCCCNC(N)=[NH2+],*CCN(CC(N)=O)C(=O)C(CCC(C)C)NC(=O)C(C[NH3+])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCN1C(=O)C(*)CCCNC(N)=[NH2+]
CCC(C)OC(=O)c1c(O)cc(OC)cc1C=CCC(=O)NCCC[NH+]C,*CCC(C)OC(=O)c1c(O)cc(OC)cc1C=CCC(=O)NCCC[NH+](*)C
C(=O)N(C)C(C(=O)OC(C)C(NC(=O)c1c2nc3c(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)cc(NCc4ccccn4)c(C)c3oc-2c(C)c(=O)c1N)C(=O)NC(C(=O)N1CCCC1)C(C)C)C(C)C,*C(=O)N(C)C(C(=O)OC(C)C(NC(=O)c1c2nc3c(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)cc(NCc4ccccn4)c(C)c3oc-2c(C)c(=O)c1N)C(=O)NC(C(=O)N1CCCC1*)C(C)C)C(C)C
C=CC(C)C(O)C(C)C(O)C(C)C(C(=O)OC)C(C)C(C=COC1(C)Oc2c(C)c(O)c3c(O)c(N)cc(O)c3c2C1=O)OC,*C=CC(C)C(O)C(C)C(O)C(C)C(C(=O)OC)C(C)C(C=COC1(C)Oc2c(C)c(O)c3c(O)c(N*)cc(O)c3c2C1=O)OC
C(=O)NC(CCCC[NH3+])C(=O)NC(C)C(=O)NC(CCCC[NH3+])C(=O)NC(CO)C(=O)NCC(=O)NC(C[S-])C=O,*C(=O)NC(CCCC[NH3+])C(=O)NC(C)C(=O)NC(CCCC[NH3+])C(=O)NC(CO)C(=O)NCC(=O)NC(C[S-])C(*)=O
CCCC(c1cc(-c2ccc(Nc3cnccn3)cc2)ccn1)N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O,*CCCC(c1cc(-c2ccc(Nc3cnccn3)cc2*)ccn1)N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O
CC(=O)Nc1ccc(CC(NC(=O)C(Cc2ccc(NC(=O)C)cc2)NS(=O)(=O)Cc2ccccc2)C(=O)NCc2ccc(C(N)=[NH2+])cc2)cc1,*CC(=O)Nc1ccc(CC(NC(=O)C(Cc2ccc(NC(=O)C*)cc2)NS(=O)(=O)Cc2ccccc2)C(=O)NCc2ccc(C(N)=[NH2+])cc2)cc1
CNCCC[NH+](CCC[NH2+]C)Cc1ccc(C[NH+]2CCC[NH2+]CCOCC[NH2+]CCC2)cc1,*CNCCC[NH+](CCC[NH2+]C*)Cc1ccc(C[NH+]2CCC[NH2+]CCOCC[NH2+]CCC2)cc1
CC(C)=CCCC(O)(COC(C)=O)C(CC1C(=C)C(=O)OC1CO)OC(C)=O,*CC(C)=CCCC(O)(COC(C)=O)C(CC1C(=C)C(=O)OC1C(*)O)OC(C)=O
NC(C(=O)NC(Cc1ccc(O)cc1)C(O)CN(CCc1ccc(OC)cc1)S(=O)(=O)c1ccc(N)cc1)C(C)C,*NC(C(=O)NC(Cc1ccc(O*)cc1)C(O)CN(CCc1ccc(OC)cc1)S(=O)(=O)c1ccc(N)cc1)C(C)C
C(O)CC(O)C(C)C(O)CC(O)C(C)C1CC(O)C(O)C(O)(CC(OC2OC(C)C(O)C(OC3CC(O)C(O)C(C)O3)C2OC2OC(C)C(O)C(O)C2O)C(C)CCC(O)CC(O)CC=CC=CC(=O)OCC(C)C(O)C(C)C(O)C(C)C(CC)OC2CCC(OC3CCC(O)C(C)O3)C(C)O2)O1,*C(O)CC(O)C(C)C(O)CC(O)C(C)C1CC(O)C(O)C(O)(CC(OC2OC(C)C(O)C(OC3CC(O)C(O)C(C)O3)C2OC2OC(C)C(O)C(O)C2O)C(C)CCC(O)CC(O)CC=CC=CC(=O)OC(*)C(C)C(O)C(C)C(O)C(C)C(CC)OC2CCC(OC3CCC(O)C(C)O3)C(C)O2)O1
c1cc2cc(c1OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH2+]Cc3ccc(Br)cc3)C(O)C(C)O1)Oc1ccc(cc1Cl)C(O)C1NC(=O)C(NC(=O)C2NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C([NH3+])CC(C)C)c2ccc(O)c(c2)-c2c(O)cc(O)cc2C(C(=O)[O-])NC1=O,*c1cc2cc(c1OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH2+]Cc3ccc(Br)cc3)C(O)C(C)O1)Oc1ccc(cc1Cl)C(O)C1NC(=O)C(NC(=O)C2NC(=O)C(CC(N)=O)NC(=O)C(*)NC(=O)C([NH3+])CC(C)C)c2ccc(O)c(c2)-c2c(O)cc(O)cc2C(C(=O)[O-])NC1=O
Cc1nc2ccc(OC)cc2nc1OC1CC2C(=O)NC3(C(=O)[N-]S(=O)(=O)C4(C)CC4)CC3C=CCCCCCCC(=O)N2C1,*Cc1nc2ccc(OC)cc2nc1OC1CC2C(=O)NC3(C(=O)[N-]S(=O)(=O)C4(C)CC4)CC3C=CCCCCCC(*)C(=O)N2C1
C(O)Cc1ccc(C2CCC(C(C)C=CC(C)C)C2C)c(C(=O)[O-])c1,*C(O)Cc1ccc(C2CCC(C(C)C=CC(C)C)C2(*)C)c(C(=O)[O-])c1
C(C)CC(C=CCC(OC(=O)C=CC=CCC(O)CC)C(C)C(O)C(C)CCC(O)C(C)C(OC(C)=O)C(C)C=CN(C)C=O)OC,*C(C)CC(C=CCC(OC(=O)C=CC=CCC(O)C(*)C)C(C)C(O)C(C)CCC(O)C(C)C(OC(C)=O)C(C)C=CN(C)C=O)OC
C(C)Oc1ccc(NS(=O)(=O)c2ccc(OC)cc2)cc1C(=O)N(CC(C)CCN(C)C(=O)Nc1ccccc1)C(C)CO,*C(C)Oc1ccc(NS(=O)(=O)c2ccc(OC)cc2)cc1C(=O)N(CC(C)C(*)CN(C)C(=O)Nc1ccccc1)C(C)CO
CC(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CSCCC(=O)N2CNCN(C2)C(=O)CCSCC(NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(=O)NC(Cc2ccccc2)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CC(C)C)C(=O)N2CCCC2C(=O)N1)C(C)C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-],*CC(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CSCCC(=O)N2CN(*)CN(C2)C(=O)CCSCC(NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(=O)NC(Cc2ccccc2)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CC(C)C)C(=O)N2CCCC2C(=O)N1)C(C)C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
CCCN(CC(=O)NC(CCC(=O)[O-])C(=O)N1CCCC1C(=O)NC(C(=O)NC(C)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)N(CC)CC(=O)NC(CCC(=O)[O-])C(N)=O)C(C)O)C(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21,*CCCN(CC(=O)NC(CCC(=O)[O-])C(=O)N1CCCC1C(=O)NC(C(=O)NC(C)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)N(CC*)CC(=O)NC(CCC(=O)[O-])C(N)=O)C(C)O)C(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21
C=CC1CC1(NC(=O)N1CC(Oc2cc(-c3nc(C#C)cs3)nc3c(C)c(OC)ccc23)CC1C(=O)NC)C(=O)[N-]S(=O)(=O)C1(C)CC1,*C=CC1CC1(NC(=O)N1CC(Oc2cc(-c3nc(C#C)cs3)nc3c(C)c(OC)ccc23)CC1C(=O)N(*)C)C(=O)[N-]S(=O)(=O)C1(C)CC1
CC[NH+]1CCN(CCC[NH2+]CC(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)C[NH2+]CCCN4CC[NH+](CCCNCC(=O)Nc5ccc(S(=O)(=O)c6ccc(NC=O)cc6)cc5)CC4)cc3)cc2)CC1,*CC[NH+]1CCN(CCC[NH2+]CC(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)C[NH2+]CCCN4CC[NH+](CCCNCC(=O)Nc5ccc(S(=O)(=O)c6ccc(NC(*)=O)cc6)cc5)CC4)cc3)cc2)CC1
CCCCCCN(CC(=O)NC(CCC(=O)[O-])C(N)=O)C(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)CN(CC)C(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21)C(C)O,*CCCCCCN(CC(=O)NC(CCC(=O)[O-])C(N)=O)C(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)CN(CC*)C(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21)C(C)O
CCCCC(CCCC)n1c(-c2ccc(Cl)cc2)c[nH+]c1N,*CCCCC(CCCC*)n1c(-c2ccc(Cl)cc2)c[nH+]c1N
c1cc2cc(c1O)Oc1ccc(cc1Cl)C(O)C1NC(=O)C(NC(=O)C2NC(=O)Cc2cc(O)cc(Oc3cc(C4NC(=S)N(c5ccccc5)C4=O)ccc3O)c2)c2ccc(O)c(c2)-c2c(O)cc(O)cc2C(C(=O)[O-])NC1=O,*c1cc2cc(c1O)Oc1ccc(cc1Cl)C(O)C1NC(=O)C(NC(=O)C2NC(=O)C(*)c2cc(O)cc(Oc3cc(C4NC(=S)N(c5ccccc5)C4=O)ccc3O)c2)c2ccc(O)c(c2)-c2c(O)cc(O)cc2C(C(=O)[O-])NC1=O
C(C)C(=O)CC(C(=O)CC1(C(=O)OC)CCC(C)=C2C(O)CC(C)(O)C3CCC(=C)C(CCC(C)=CC21)O3)C(C)C,*C(C)C(=O)CC(C(=O)CC1(C(=O)OC)C(*)CC(C)=C2C(O)CC(C)(O)C3CCC(=C)C(CCC(C)=CC21)O3)C(C)C
CNC(=O)CNC(=O)CNC(=O)c1cc(NC(=O)C2CCCN2)ccc1COc1ccccc1,*CNC(=O)CNC(=O)CNC(=O)c1cc(NC(=O)C2CCCN2*)ccc1COc1ccccc1
C(Cc1ccc(OC)cc1)NC(=O)C=CCC(OC(=O)CC(C)(C)C)C(C)C1OC1c1ccccc1,*C(Cc1ccc(OC)cc1)NC(=O)C=CCC(OC(=O)C(*)C(C)(C)C)C(C)C1OC1c1ccccc1
c1ccccc1OCc1cccc(COc2ccccc2C=NCC[NH+]2CCNCC2)n1,*c1ccccc1OCc1cccc(COc2ccccc2C=NCC[NH+]2CCN(*)CC2)n1
CC(=O)NC(C(=O)N(C)C(C(=O)NC(CC(C)C)C(=O)N(C)C(C(=O)OC(C(=O)N(C)CC(C)C)C(C)CC)C(C)(C)O)C(C)C)C(C)CC,*CC(=O)NC(C(=O)N(C)C(C(=O)NC(CC(C)C)C(=O)N(C)C(C(=O)OC(C(=O)N(C)C(*)C(C)C)C(C)CC)C(C)(C)O)C(C)C)C(C)CC
CC(NC(=O)C(Cc1ccc([N+](=O)[O-])cc1)NC(=O)CNC(=O)CNC(=O)CCc1c(C)cc(C(N)=O)cc1C)C(N)=O,*CC(NC(=O)C(Cc1ccc([N+](=O)[O-])cc1)NC(=O)CNC(=O)C(*)NC(=O)CCc1c(C)cc(C(N)=O)cc1C)C(N)=O
CCCCCCCC(CN(O)C=O)C(=O)NCCCCC[NH3+],*CCCCCCCC(CN(O)C=O)C(=O)NC(*)CCCC[NH3+]
CC(NC(=O)CCCCCCCCC(C)CC(C)CC)C(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C(=O)NC(C(=O)N1CCC(O)C1C=O)C(O)CC(N)=O)C(O)C(O)c1ccc(OC(=O)CCCC(=O)[O-])cc1)C(C)O,*CC(NC(=O)CCCCCCCCC(C)CC(C)CC)C(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C(=O)NC(C(=O)N1CCC(O)C1C(*)=O)C(O)CC(N)=O)C(O)C(O)c1ccc(OC(=O)CCCC(=O)[O-])cc1)C(C)O
CCCCCCNC(=S)NN=C(C)c1ccccn1,*CCCCCCN(*)C(=S)NN=C(C)c1ccccn1
OCCOCCOCCOc1ccc(P(=O)(CCCCCCCCCC=C)c2ccccc2)cc1,*OCCOCCOCCOc1ccc(P(=O)(CCCCCCCCCC=C)c2ccccc2)cc1*
CCCCCc1cc(OCCC)cc(OCCC)c1C=O,*CCCCCc1cc(OCCC)cc(OCCC)c1C(*)=O
CC(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(CCSC)C(N)=O,*CC(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)N(*)CC(=O)NC(CC(C)C)C(=O)NC(CCSC)C(N)=O
C(OC1CC(C)(OC)C(OC(=O)CNCCC[NH2+]CCOCCNc2cc3c(=O)c(C(=O)[O-])cn(C4CC4)c3cc2Cl)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)(O)CC(C)C[NH+](C)C(C)C(O)C(C)(O)CCC,*C(OC1CC(C)(OC)C(OC(=O)CNCCC[NH2+]CCOCCNc2cc3c(=O)c(C(=O)[O-])cn(C4CC4)c3cc2Cl)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)(O)CC(C)C[NH+](C)C(C)C(O)C(C)(O)C(*)CC
CC(C=C(C)C=CC(C)C=C(C)C(=O)OC(C(C)=CC=C(C)CNC(=O)C(NC=O)OC(=O)Nc1ccccc1)C(C)C=CC=CCOC)OC,*CC(C=C(C)C=CC(C)C=C(C)C(=O)OC(C(C)=CC=C(C)CNC(=O)C(NC=O)OC(=O)Nc1ccccc1)C(C)C=CC=CC(*)OC)OC
NC(CO)C(=O)NCC(NC=O)C(=O)N1CC(C)CC1C(=O)NC(CCC)C(=O)C=O,*NC(CO)C(=O)NCC(NC=O)C(=O)N1CC(C)CC1C(=O)NC(CCC)C(=O)C(*)=O
CCCC([NH3+])C(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(C)(C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)N1CCCC1C(=O)NCC,*CCCC([NH3+])C(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(C)(C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)N1CCCC1C(=O)NCC*
C=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(CC(C)CC1=C(NCc2cc(F)cc(F)c2)C(=O)C=C(N)C1=O)OC,*C=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(CC(C)CC1=C(NCc2cc(F)cc(F)c2)C(=O)C=C(N*)C1=O)OC
CC(=O)NC(C(=O)N1CC(OC(C)(C)C)CC1C(=O)NC(CCC)C(=O)C(=O)NCC=C)C1CCCCC1,*CC(=O)NC(C(=O)N1CC(OC(C)(C)C*)CC1C(=O)NC(CCC)C(=O)C(=O)NCC=C)C1CCCCC1
Cc1cc(Oc2cc(Cn3cncc3)ccc2C#N)ccc1C(=O)NC1C2CC3CC(C2)CC1C3,*Cc1cc(Oc2cc(Cn3cncc3*)ccc2C#N)ccc1C(=O)NC1C2CC3CC(C2)CC1C3
c1ccccc1C=CCNC(=O)C(Cc1cccc(Br)c1)NC(=O)C1(NC(=O)CC(C)CC)CCCC1,*c1ccccc1C=CCNC(=O)C(Cc1cccc(Br)c1)NC(=O)C1(NC(=O)C(*)C(C)CC)CCCC1
C(=O)NC1=CC(O)C(NCC=C)=C(CC(C)CC(OC)C(O)C(C)C=C(C)COC(N)=O)C1O,*C(=O)NC1=CC(O)C(NCC=C)=C(CC(C)CC(OC)C(O)C(C)C=C(C)C(*)OC(N)=O)C1O
CCCN(Cc1ccccc1OC)C(=O)CCCCC[NH2+]Cc1cccc(Cc2cccc(C[NH2+]CCCCCC(=O)NCc3ccccc3OC)c2)c1,*CCCN(Cc1ccccc1OC)C(=O)CCCCC[NH2+]Cc1cccc(Cc2cccc(C[NH2+]CCCCCC(=O)N(*)Cc3ccccc3OC)c2)c1
CC(=O)NC(CCNc1ccc2ccccc2c1)C(=O)NC(C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCc1ccccc1)C(C)O)C(C)C)C(C)O,*CC(=O)NC(CCNc1ccc2ccccc2c1)C(=O)NC(C*)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCc1ccccc1)C(C)O)C(C)C)C(C)O
CCCCCCC(=O)OC1C(OC2OC(C)C(OC(=O)C(C)C(C)O)C(O)C2O)C(C)OC(OC2C(OC3C(OCCCCCC)OC(C)C(O)C3O)OC(CO)C(O)C2O)C1OC(=O)C(C)CC,*CCCCCCC(=O)OC1C(OC2OC(C)C(OC(=O)C(C)C(C)O)C(O)C2O)C(C)OC(OC2C(OC3C(OC(*)CCCCC)OC(C)C(O)C3O)OC(CO)C(O)C2O)C1OC(=O)C(C)CC
CCCCCC[NH+]1CC2C(O)C3=CCC=CC=CC=CCC[NH+]4CC(CC)(C1)C2CC34,*CCCCCC[NH+]1CC2C(O)C3=CCC=CC=CC=CCC[NH+]4CC(CC*)(C1)C2CC34
C(=O)NC1=CC(=O)C(NC(C)C)=C(CC(C)CC(OC)C(=NO)C(C)C=C(C)C(OC(N)=O)COC)C1=O,*C(=O)NC1=CC(=O)C(NC(C)C)=C(CC(C)CC(OC)C(=NO)C(C)C=C(C)C(OC(N)=O)C(*)OC)C1=O
CCCC(=O)NC(CSCC(=O)NC(CCCC(=O)[O-])C(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC1(C(=O)NCCC(N)=O)CCCCC1)C(N)=O,*CCCC(=O)NC(CSCC(=O)NC(CCCC(=O)[O-])C(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC1(C(=O)NC(*)CC(N)=O)CCCCC1)C(N)=O
